,,71.875,6
,,72.2917,7
,,72.0833,8
,,73.9583,9
,,75.8333,10
,,73.75,11
,,74.5833,12
,,71.0417,13
,,74.1667,14
,,71.4583,15
,,,
,,,
,,,
,,,
,,,
,,,
1,57.7083,,
2,76.4583,,
3,77.0833,,
4,76.0417,,
5,78.5417,,
6,76.25,,
7,77.5,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
400,57.9167,,
500,57.7083,,
600,58.5417,,
700,58.5417,,
800,58.5417,,
900,58.125,,
1000,58.5417,,
